Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
phaedon-rue-des-lilas-sample,Rue des Lilas - sample,"",Phaedon Paris,sample,"Merk:Phaedon Paris, sample, Soort:sample",true,Inhoud,"1,5 ml",,,,,PH20011S,1.0,,-6,deny,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/1_5mlsamplenocapPDPlogo_68a8e30b-1f42-48a2-a283-2ae54bb3f9bc.jpg?v=1595073069,1,,false,Phaedon Rue de Lilas - Perfume Lounge,"Ontdek de bijzondere geuren uit de Phaedon-collectie via de webshop of in onze Haute Parfumerie in Amsterdam. Hoge kwaliteit geurkaarsen, roomsprays & parfums",gezondheid en persoonlijke verzorging > persoonlijke verzorging > cosmetica > parfum,,,,,,,,,,,,,,g,,4.00,active
phaedon-rue-des-lilas,Rue des Lilas,"<meta charset=""utf-8"">
<p><em>Lilac in the wind... </em>﻿Terug van weg geweest en daar zijn wij heel blij mee!</p>
<p>Een frisse, vrolijke soliflore met heel veel seringen. Vrouwelijk, verzorgd en elegant, heerlijk in de zomer maar ook zeer geschikt om het hele jaar door te dragen.</p>
<p>Quote Phaedon: <em>""Combining the discreet almond-shaped facets of white lilac with the greenness of purple lilac after a downpour, Rue des Lilas is a sophisticated soliflore. It captures the scent of clusters of lilacs protruding from a garden, captures in the spring wind ...An infusion of opopanax and silky musk connects this impressionist green poem to the skin.""</em></p>
<h2>Ingrediënten</h2>
seringen, lelietjes van dalen, rozenhout, poederige musk",Phaedon Paris,eau de parfum,"Familie:floral, ingr:amandel, ingr:musk, ingr:roos, ingr:seringen, Merk:Phaedon Paris, met sample, Related:floral, soliflore, Soort:eau de parfum",true,Inhoud,50 ml,,,,,PH20011,100.0,shopify,2,deny,manual,75.00,,true,true,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600RuedeLilas-Phaedon-100mlnieuw.jpg?v=1594902403,1,,false,Phaedon Rue de Lilas - Perfume Lounge,"Ontdek de bijzondere geuren uit de Phaedon-collectie via de webshop of in onze Haute Parfumerie in Amsterdam. Hoge kwaliteit geurkaarsen, roomsprays & parfums",gezondheid en persoonlijke verzorging > persoonlijke verzorging > cosmetica > parfum,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600RuedeLilas-Phaedon-100mlnieuw.jpg?v=1594902403,g,,30.00,active
phaedon-rue-des-lilas,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/RUEDESLILAS.png?v=1603812746,2,,,,,,,,,,,,,,,,,,,,,,
phaedon-rue-des-lilas,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/PHAEDON_RUE_LILAS_632x600_0820d430-d742-410a-8444-92887066107b.jpg?v=1603812746,3,,,,,,,,,,,,,,,,,,,,,,
parle-moi-de-parfum-haute-provence-89-sample,Haute Provence / 89 - sample,"",Parle Moi de Parfum,sample,"Merk:Parle Moi de Parfum, sample, Soort:sample",true,Inhoud,"1,5 ml",,,,,PM10012S,1.0,,-5,deny,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/1_5_ml_sample_no_cap_PDP_logo_fc32edf7-9e1c-4e94-8cb4-42cd02aac36a.jpg?v=1594806571,1,,false,,,,,,,,,,,,,,,,,g,,4.00,active
parle-moi-de-parfum-haute-provence-89,Haute Provence / 89,"<p>Haute Provence is een zomervakantie in de Provence in een flesje. </p>
<p>De uitgestrekte velden met lavendel, zon en in de verte de zee... De lavendel is overigens absoluut niet overheersend in deze creatie, integendeel zelfs! Fris, warm en een tikkeltje fruitig zonder zoet te zijn.</p>
<p>Parle Moi de Parfum: ""We<em> all have a memory in Provence, child or adult, this region is synonymous with lightness, letting go and holidays. Haute Provence / 89 is our tribute to it.<br>The beauty of its lavender fields perfectly aligned as far as the eye can see. A plant which by its flower alone floods a region and colors it for eternity. It is the most beautiful thing, its simplicity renders the superfluous old-fashioned and makes it an icon which crosses the world.<br>Lavender is the star here, the melons and watermelons bring sunshine and make it seductive, a hint of Narcissus, bewitching. If there were only one, this note would be the signature.""</em></p>
<p>Haute Provence is, net als de andere geuren van Michel Almairac in deze lijn, een echte unisex geur. Makkelijk draagbaar, zonnig en eigenlijk geschikt om het hele jaar door te dragen. </p>
<h2>Ingrediënten</h2>
<p>lavendel, watermeloen, narcis</p>",Parle Moi de Parfum,eau de parfum,"Familie:fruity, ingr:Iso-E Super, ingr:lavendel, ingr:meloen, ingr:narcis, Merk:Parle Moi de Parfum, met sample, Soort:eau de parfum",true,Inhoud,50 ml,,,,,PM10012,50.0,shopify,3,deny,manual,95.00,,true,true,3701174100158,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600HauteProvencePMdP50mlbottle.jpg?v=1594815671,1,,false,Haute Provence / 89 - Parle Moi de Parfum - Perfume Lounge,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600HauteProvencePMdP50mlbottle.jpg?v=1594815671,g,,45.00,active
parle-moi-de-parfum-haute-provence-89,,,,,,,,100 ml,,,,,PM10053,100.0,shopify,3,deny,manual,155.00,,true,true,3701174101155,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600HauteProvencePMdP50mlbox.jpg?v=1594815671,2,,,,,,,,,,,,,,,,,,,g,,72.00,
parle-moi-de-parfum-haute-provence-89,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600HauteProvencePMdP50mlbottle_box.jpg?v=1594815672,3,,,,,,,,,,,,,,,,,,,,,,
imaginary-authors-falling-into-the-sea-sample,Falling into the Sea - sample,"<meta charset=""utf-8"">
<p> </p>
<p> </p>",Imaginary Authors,sample,"Merk:Imaginary Authors, sample, Soort:sample",true,Inhoud,"1,5 ml",,,,,IA10025S,1.0,,-7,deny,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/1_5mlsamplenocapPDPlogo_d2066bc4-07eb-4e8d-8439-3277b946eef9.jpg?v=1593858541,1,,false,Falling into the Sea - Imaginary Authors - Perfume Lounge,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/1_5mlsamplenocapPDPlogo_d2066bc4-07eb-4e8d-8439-3277b946eef9.jpg?v=1593858541,g,,4.00,active
imaginary-authors-falling-into-the-sea,Falling into the Sea,"<meta charset=""utf-8"">
<p>Heerlijk tropische citrus geur van parfumeur Josh Meyer. Het parfum vangt de geur van de zon op je huid en het warme zand wonderbaarlijk wel. Dit parfum is zonneschijn in een flesje. Draag het op bewolkte dagen om de gloed van de zomer uit te lokken.</p>
<p>SYNOPSIS: At the age of nineteen Nica Galas published her first book, the autobiographical tome Falling into the Sea which chronicled her short and torrid love affair among the hot beaches and lemon trees in the Gulf of Naples. The breathtaking story opens with Nica and her girlfriends picking bunches of jasmine flower for boys while they cliff-jumped into the sea. An innocent first kiss erupts into an ardent summer entanglement which is cut short one moonlit night when her lover leaps into the dark abyss never to surface, leaving Nica naked on the cliffs screaming his name. </p>
<p>WHEN TO WEAR: This scent is sunshine in a bottle. Wear on cloudy days to invoke the ardor of summer.</p>
<h2>Ingrediënten</h2>
<p>citroen, bergamot, grapefruit, lychee, tropische bloemen, warm zand</p>",Imaginary Authors,eau de parfum,"citrus, citrus floral, Familie:citrus, Familie:floral, floral, ingr:bergamot, ingr:jasmijn, Merk:Imaginary Authors, met sample, nieuw, ProductBackground:background-citrus-light, ProductBackground:background-citrus-med, ProductBackground:background-floral-med, Related:citrus, Related:floral, Soort:eau de parfum",true,Inhoud,50 ml,,,,,IA10025,50.0,shopify,3,continue,manual,94.00,,true,true,855877007047,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600FallingintotheSeaImaginaryAuthorsfront.jpg?v=1593858640,1,,false,Falling into the Sea - Imaginary Authors - Perfume Lounge,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600FallingintotheSeaImaginaryAuthorsfront.jpg?v=1593858640,g,,45.00,active
imaginary-authors-falling-into-the-sea,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/FallingintotheSeaImaginaryAuthorsambience.png?v=1593858640,2,,,,,,,,,,,,,,,,,,,,,,
imaginary-authors-falling-into-the-sea,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600FallingintotheSeaImaginaryAuthorsback.jpg?v=1593858640,3,,,,,,,,,,,,,,,,,,,,,,
pierre-guillaume-15-1-hapyang-sample,15.1 Hapyang - sample,"",Pierre Guillaume Paris,sample,"Merk:Pierre Guillaume Paris, sample, Soort:sample",true,Inhoud,"1,5 ml",,,,,PG10199S,1.0,,-12,deny,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/1_5mlsamplenocapPDPlogo_835011ca-74a5-405c-9fb4-0f42be9a6b57.jpg?v=1593856978,1,,false,15.1 Hapyang - Pierre Guillaume - Perfume Lounge,"Happy, dat is Hapyang zeker, net als het zonnige ylang-ylang karakter. Een sprankelende floral oriental. Bestel veilig online of kom langs in Amsterdam.",,,,,,,,,,,,,,,g,,4.00,active
pierre-guillaume-15-1-hapyang,15.1 Hapyang,"<p>Happy, dat is Hapyang zeker, net als het zonnige ylang-ylang karakter. Een sprankelende floral oriental. De aldehyden tillen de magnolia en ylang-ylang op en geven haar een schoon, vrolijk en poederig zoet hart. Perenhout, benzoïne en vanille geven het parfum een delicate oosterse uitstraling.<br></p>
<p>Pierre Guillaume was gefascineerd door een serie foto's van een danser in een wolk van poeder door fotograaf Jeffrey Vanhoutte. Dit inspireerde Pierre om de aldehyden en bloemen in een enorme wolk van poeder te vangen.</p>
<p>Pierre Guillaume over Hapyang: <em>""An explosion of powder and floral sparkles, with an endless trail. A delicate floriental breath, enveloping the skin like a precious veil of shimmering silk.""</em></p>
<meta charset=""utf-8"">
<p>Parfumeur Pierre Guillaume werkt in deze serie genummerde parfums elke keer een thema uit. Thema 15 is Floriental, dit zijn parfums met veel bloemen gemengd met zachte aldehydes and zoete kruiden en in de basis van de compositie exotische harsen en musk.</p>
<h2>Ingrediënten</h2>
<p>ylang-ylang, aldehydes, magnolia, jasmijn, perenhout, benzoïne hars, vanille</p>",Pierre Guillaume Paris,eau de parfum,"Familie:floriental, ingr:aldehyde, ingr:jasmijn, ingr:magnolia, ingr:musk, ingr:vanille, Merk:Pierre Guillaume Paris, met sample, mood:happy, Soort:eau de parfum",true,Inhoud,50 ml,,,,,PG10199,50.0,shopify,2,continue,manual,102.00,,true,true,3700254103324,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600HapyangPierreGuillaume100ml.jpg?v=1593856855,1,,false,15.1 Hapyang - Pierre Guillaume - Perfume Lounge,"Happy, dat is Hapyang zeker, net als het zonnige ylang-ylang karakter. Een sprankelende floral oriental. Bestel veilig online of kom langs in Amsterdam.",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600HapyangPierreGuillaume50ml.jpg?v=1593856855,g,,39.20,active
pierre-guillaume-15-1-hapyang,,,,,,,,100 ml,,,,,PG10200,100.0,shopify,3,continue,manual,152.00,,true,true,3700254103348,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600HapyangPierreGuillaume50ml.jpg?v=1593856855,2,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600HapyangPierreGuillaume100ml.jpg?v=1593856855,g,,54.30,
pierre-guillaume-15-1-hapyang,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/hapyang_1200-1024x683.jpg?v=1593856855,3,,,,,,,,,,,,,,,,,,,,,,
pierre-guillaume-15-1-hapyang,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/HAPYANG_Artwork-789x1024.jpg?v=1593856855,4,,,,,,,,,,,,,,,,,,,,,,
pierre-guillaume-15-1-hapyang,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/HAPYANG_mood-e1586160796920-1024x854.jpg?v=1593856855,5,,,,,,,,,,,,,,,,,,,,,,
imaginary-authors-o-unknown-sample,O Unknown - sample,"",Imaginary Authors,sample,"Merk:Imaginary Authors, sample, Soort:sample",true,Inhoud,"1,5 ml",,,,,IA10010S,1.0,,-3,deny,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/1_5mlsamplenocapPDPlogo_cb71e70f-4d7e-46b7-8639-f14c2b493368.jpg?v=1593791451,1,,false,O Unknown - Imaginary Authors - Perfume Lounge,"Imaginary Authors is een speels merk. Kom uitproberen in onze boutique of bestel online voor 15u besteld, zelfde werkdag verstuurd",,,,,,,,,,,,,,,g,,4.00,active
imaginary-authors-o-unknown,"O, Unknown","<p>O, Unknown is een mooie ""zen"" geur, rondom een verfijnd 'zwarte thee' akkoord, met een subtiel zweempje rokerigheid, door de Lapsang Souchong. <br>Verrassend zacht en smeuiig door de irisboter, musk en sandelhout.</p>
<p>""There is no greater joy in the world than the joy of not knowing what is to be found around the bend.""- Philip Sava</p>
<p><strong>SYNOPSIS</strong>: At age 65, when famed explorer and author Philip Sava was given less than a year to live, he set off from his home in Madagascar for parts unknown. Leaving all his belongings behind, he set off on foot, hopped a freighter across the Indian Ocean, and wandered into the Bangladeshi wilderness. His journey, which lasted over a decade, took him through Nepal and Tibet where his exploration turned spiritual and into rural China where months of solitude resulted in some of the most confessional observations ever committed to paper. This is the story of a man grappling with the meaning of life as he grasps at life’s last vestiges.<br></p>
<p><strong>WHEN TO WEAR THIS FRAGRANCE: </strong>At the risk of sounding bleak, this night could be your last. Splash on O, Unknown! and plunge forth into prosperity and joy. Repeat as often as you are able.</p>
<h2>Ingrediënten</h2>
<p>Zwarte thee, Lapsang Souchong tinctuur, iris boter, Kyoto mos, muskbalsem, sandelhout, ??? (o unknown)</p>
<h2>Parfumeur</h2>
<p>Josh Meyer</p>",Imaginary Authors,eau de parfum,"ingr:iris, ingr:musk, ingr:sandelhout, Merk:Imaginary Authors, met sample, mood:zen, Related:ImaginaryAuthors, Soort:eau de parfum",true,Inhoud,50 ml,,,,,IA10010,50.0,shopify,2,continue,manual,94.00,,true,true,855877007269,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600ImaginaryAuthorsOUnknown.jpg?v=1593791350,1,,false,O Unknown - Imaginary Authors - Perfume Lounge,"Spannende geur met zwarte thee van Josh Meyer voor Imaginary Authors. Kom uitproberen in onze winkel of bestel online voor 15u besteld, zelfde werkdag verstuurd",,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600ImaginaryAuthorsOUnknown.jpg?v=1593791350,g,,45.00,active
imaginary-authors-o-unknown,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/OUnknownImaginaryAuthorsambience.png?v=1593791353,2,,,,,,,,,,,,,,,,,,,,,,
imaginary-authors-o-unknown,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600ImaginaryAuthorsbackOUnknown.jpg?v=1593791353,3,,,,,,,,,,,,,,,,,,,,,,
caron-accord-119-sample,Accord 119 - sample,"",Caron,sample,"Merk:Caron, sample, Soort:sample",true,Inhoud,"1,5 ml",,,,,CA30020S,1.0,,0,deny,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/1_5mlsamplenocapPDPlogo_95106cdc-83d4-4060-afed-c56e8f6c800b.jpg?v=1593789342,1,,false,Accord 119 eau de parfum - Caron - Perfume Lounge,,,,,,,,,,,,,,,,g,,4.00,active
caron-accord-119-eau-de-parfum,Accord 119,"<p>Een prachtig klassieke tijdloze chypre met een warm fruitige vibe.</p>
<p>Caron maakt haar naam als Franse haute parfumerie waar, met deze volle creatie waar patchouli en rood fruit harmonieus samengaan.<br><br>Het bloemig hart van rozen en jasmijn wordt gedragen door het aardse en houtachtige van Indonesische patchouli in contrast met het speelse van cassis, bramen en zwarte bes.</p>
<h2>Ingrediënten</h2>
<p>Cassis, bramen, jasmijn, rozen, heliotroop (vanillebloem), patchouli, vanille, muskus, amber, peper, zwarte besblad</p>",Caron,eau de parfum,"chypre, Familie:chypre, ingr:amber, ingr:heliotroop, ingr:jasmijn, ingr:musk, ingr:patchouli, ingr:peper, ingr:roos, ingr:vanille, Merk:Caron, met sample, ProductBackground:background-chypre, ProductBackground:background-chypre-med, Related:chypre, Soort:eau de parfum",true,Inhoud,50 ml,,,,,CA30020,50.0,shopify,2,deny,manual,150.00,,true,true,3387951519148,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600Caron-Accord119.jpg?v=1593789213,1,,false,Accord 119 eau de parfum - Caron - Perfume Lounge,,,,,,,,,,,,,,,,g,,,active
goldfield-and-banks-bohemian-lime-sample,Bohemian Lime - sample,"<meta charset=""utf-8"">
<p> </p>",Goldfield and Banks,sample,"Merk:Goldfield and Banks, sample, Soort:sample",true,Inhoud,"1,5 ml",,,,,GB10004S,1.0,,-24,continue,manual,5.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/1_5mlsamplenocapPDPlogo_4de20238-c04d-4b02-a515-33ed584e1745.jpg?v=1592554557,1,,false,Bohemian Lime - Goldfield & Banks Australia - Perfume Lounge,,,,,,,,,,,,,,,,g,,2.00,active
goldfield-and-banks-bohemian-lime,Bohemian Lime,"<meta charset=""utf-8"">
<p>Bohemian Lime is een vrolijke zonnige citrus geur met een stoere vetiver twist. Een geweldige geur, en zeker niet alleen voor warme dagen! </p>
<p>Bohemian Lime is geïnspireerd op de inheemse Australische limoen soort; de vingerlimoen (Finger Lime). Deze citrusvrucht groeit in Byron Bay, New South Wales.</p>
<p><em>""Set beneath a sunlit canopy of lush tropical rainforest, the scent evokes an image of native citrus trees drawing life from nearby cascading fresh waterfalls. With its invigorating opening of Australian finger lime and coriander, Bohemian Lime mellows to reveal blissful grounding notes of vetiver, cedarwood, and sandalwood.</em></p>
<p><em>""Bohemian Lime is a carefree fragrance for women and men and an ode to Byron Bay, Australia’s premier free-spirited tropical enclave and the place where the country first meets the sun."" </em></p>
<h2>Ingrediënten</h2>
<p>Australische vingerlimoen, koriander, vetiver (Haïti), Atlas cederhout (Marokko), sandelhout (Australië)</p>",Goldfield and Banks,extrait de parfum,"citrus, Familie:citrus, Familie:woody, ingr:cederhout, ingr:limoen, ingr:sandelhout, ingr:vetiver, Merk:Goldfield and Banks, met sample, mood:happy, ProductBackground:background-citrus-med, ProductBackground:background-woody-light, Related:citrus, Related:Vetiver, Related:woody, Soort:extrait de parfum, woody",true,Inhoud,100 ml,,,,,GB10004,100.0,shopify,1,continue,manual,145.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/600x600BohemianLimeGoldfield_Banksbottle.jpg?v=1592554343,1,,false,Bohemian Lime - Goldfield & Banks Australia - Perfume Lounge,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600BohemianLimeGoldfield_Banksbottle.jpg?v=1592554343,g,,,active
goldfield-and-banks-bohemian-lime,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/BohemianLime-Goldfield_Banks.jpg?v=1592554641,2,,,,,,,,,,,,,,,,,,,,,,
goldfield-and-banks-bohemian-lime,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/Bohemian-Lime-ambienceLR.jpg?v=1592554641,3,,,,,,,,,,,,,,,,,,,,,,
goldfield-and-banks-bohemian-lime,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600BohemianLimeGoldfield_Banksbottleliggend.jpg?v=1592554641,4,,,,,,,,,,,,,,,,,,,,,,
goldfield-and-banks-bohemian-lime,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600ingredienten.jpg?v=1592554344,5,,,,,,,,,,,,,,,,,,,,,,
goldfield-and-banks-bohemian-lime,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600_20Bohemian_20Lime_20Goldfield_20_26_20Banks_20bottle_2045gr.jpg?v=1592554345,6,,,,,,,,,,,,,,,,,,,,,,
goldfield-and-banks-bohemian-lime,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600BohemianLimeGoldfield_Banksbox.jpg?v=1592554345,7,,,,,,,,,,,,,,,,,,,,,,
lostinflowers-perfume-oil-refills,lostinflowers Perfume Oil refills,"<meta charset=""utf-8"">
<p><em>lostinflowers</em></p>
<p>Een prachtig setje met drie kleine flesjes olie van 1.25ml in een luxueuze gelakte doos, bedoeld als refills voor de stijlvolle <a href=""https://www.perfumelounge.nl/collections/parfumkettingen-strangelove"" title=""perfume oil necklace"">kettingen</a>.  </p>
<p>Vekrijgbaar voor de drie Strangelove geuren:<em> deadofnight, meltmyheart</em> en <em>lostinflowers.</em></p>
<meta charset=""utf-8"">
<h2>Inhoud</h2>
<p>3 x 1,25 ml</p>",strangelove nyc,perfume oil refills,"Merk:strangelove nyc, ProductBackground:background-leer-med, Related:kettingstrangelove, Related:lostinflowers, Soort:perfume oil refills",true,Inhoud,3 x 1.25 ml,,,,,SL3002,8.0,shopify,2,deny,manual,150.00,,true,true,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x6003x1_25mlLIFrefillstrangelove.jpg?v=1592477916,1,,false,lostinflowers perfume oil refills 3 x 1.25ml  -  Perfume Lounge,,gezondheid en persoonlijke verzorging > persoonlijke verzorging > cosmetica > parfum,,,,,,,,,,,,,,g,,50.00,active
lostinflowers-perfume-oil-refills,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x6003x1_25mlLIFrefillstrangelove_box.jpg?v=1592477916,2,,,,,,,,,,,,,,,,,,,,,,
meltmyheart-perfume-oil-refills,meltmyheart Perfume Oil refills,"<meta charset=""utf-8"">
<p><em>meltmyheart</em></p>
<p>Een prachtig setje met drie kleine flesjes olie van 1.25ml in een luxueuze gelakte doos bedoeld als refills voor de stijlvolle <a href=""https://www.perfumelounge.nl/collections/parfumkettingen-strangelove"" title=""perfume oil necklace"">kettingen</a> van strangelove nyc.</p>
<p class=""p1"">Vekrijgbaar voor de drie geuren:<i> deadofnight, meltmyheart</i> en <i>lostinflowers</i>,   </p>
<h2>Inhoud</h2>
<p>3 x 1,25 ml</p>",strangelove nyc,perfume oil refills,"Merk:strangelove nyc, ProductBackground:background-oriental-light, Related:kettingstrangelove, Related:meltmyheart, Soort:perfume oil refills",true,Inhoud,3 x 1.25 ml,,,,,SL3001,8.0,shopify,2,deny,manual,150.00,,true,true,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x6003x1_25mlMMHrefillstrangelove.jpg?v=1592478022,1,,false,meltmyheart perfume oil refills 3 x 1.25ml  -  Perfume Lounge,,gezondheid en persoonlijke verzorging > persoonlijke verzorging > cosmetica > parfum,,,,,,,,,,,,,,g,,50.00,active
meltmyheart-perfume-oil-refills,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x6003x1_25mlMMHrefillstrangelove_box.jpg?v=1592478022,2,,,,,,,,,,,,,,,,,,,,,,
strangelove-perfume-oil-refills,deadofnight Perfume Oil refills,"<meta charset=""utf-8"">
<p><em>deadofnight</em></p>
<p>Een prachtig setje met drie kleine flesjes olie van 1.25ml in een luxueuze gelakte doos, bedoeld als refills voor de stijlvolle <a href=""https://www.perfumelounge.nl/collections/parfumkettingen-strangelove"" title=""perfume oil necklace"">kettingen</a>.  </p>
<p>Vekrijgbaar voor de drie parfums:<em> deadofnight, meltmyheart</em> en <em>lostinflowers.</em> </p>
<h2>Inhoud</h2>
<p>3 x 1,25 ml</p>",strangelove nyc,perfume oil refills,"Merk:strangelove nyc, ProductBackground:background-leer-med, Related:deadofnight, Related:kettingstrangelove, Soort:perfume oil refills",true,Inhoud,3 x 1.25 ml,,,,,SL3000,8.0,shopify,2,deny,manual,150.00,,true,true,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x6003x1_25mlDONrefillstrangelove.jpg?v=1592476752,1,,false,deadofnight perfume oil refills 3 x 1.25ml  -  Perfume Lounge,,gezondheid en persoonlijke verzorging > persoonlijke verzorging > cosmetica > parfum,,,,,,,,,,,,,,g,,50.00,active
strangelove-perfume-oil-refills,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x6003x1_25mlDONrefillstrangelove_box.jpg?v=1592476754,2,,,,,,,,,,,,,,,,,,,,,,
marie-stella-maris-cleansing-hand-gel,Cleansing hand gel,"<meta charset=""utf-8""><meta charset=""utf-8"">
<div id=""product-description"" itemprop=""description"">
<p>Een luxe cleansing hand gel die de handen desinfecteert, reinigt en verzorgt zonder water. Door het alcoholpercentage van 70% wordt microbiële groei gestopt. Daarnaast zit er glycerine in om de huid te verzorgen en de handen te hydrateren.  De hand gel heeft een heerlijke frisse geur door de etherische olie van lavendel, geranium en rozemarijn. <br></p>
<h2>Ingrediënten</h2>
<meta charset=""utf-8"">
<p><span>70% alcohol, glycerine, lavendel olie, rozemarijn, geranium,</span></p>
</div>
<div aria-multiselectable=""true"" role=""tablist"" id=""product-accordion"" class=""panel-group"">
<div class=""panel"">
<div id=""headingTwo"" role=""tab"" class=""panel-heading"">
<h2 class=""panel-title"">Hoe gebruik je de gel?</h2>
<p class=""panel-title"">Breng een à twee pompjes van de gel aan op droge handen. Gebruik niet te veel om plakken te voorkomen. Masseer de gel goed in, ook tussen de vingers en laat volledig opdrogen. Vermijd contact met de ogen. Alleen voor uitwendig gebruik.</p>
</div>
<div aria-labelledby=""headingTwo"" role=""tabpanel"" class=""panel-collapse collapse in"" id=""collapseTwo"">
<div class=""panel-body""></div>
</div>
</div>
</div>",marie-stella-maris,hand sanitizer,"ingr:geranium, ingr:lavendel, Merk:marie-stella-maris, Soort:hand sanitizer",true,Inhoud,50 ml,,,,,MSM2001,50.0,shopify,5,continue,manual,10.00,,true,true,"",https://cdn.shopify.com/s/files/1/1323/9877/products/600x600cleansinghandgelMSM50ml.jpg?v=1602162813,1,,false,Cleansing hand gel - Marie-Stella-Maris - Perfume Lounge,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/1323/9877/products/600x600cleansinghandgelMSM50ml.jpg?v=1602162813,g,,4.17,active
